"species","lbd_control_BIOME182795","lbd_BIOME186184","lbd_control_BIOME186381","lbd_BIOME186385","median_g1","median_g2","log2fc","p_value","q_value","kingdom","phylum","class","order","family","genus"
"Actinomyces_bouchesdurhonensis",0,0,0,0.0160474944886973,0,0,0,0.379561355525049,0.834138454193711,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces"
"Actinomyces_naeslundii",0,0,0,0,0,0,0,0.101149344603176,0.584397656614292,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces"
"Actinomyces_oris",0,0.0120294226313985,0,0,0.00684110625398918,0,8.42570900810163,0.230535133249029,0.689408438738912,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces"
"Actinomyces_sp_ICM47",0,0,0,0,0,0,0,0.0470256726194737,0.52504790428527,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces"
"Actinomyces_sp_ph3",0,0,0,0,0,0,0,0.172360489890156,0.683379104739591,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces"
"Adlercreutzia_equolifaciens",0.0138315715665351,0,0.0105595533348456,0,0.0512532994961634,0.0524578077934649,-0.0334997448901171,0.383504880848082,0.834138454193711,"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Adlercreutzia"
"Agathobaculum_butyriciproducens",0.0646779224701148,0.0249605589364316,0.0158373299471022,0.0389533972945409,0.0240168817004433,0.0451739653477569,-0.910881729077256,0.050992972100439,0.52504790428527,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Agathobaculum"
"Akkermansia_muciniphila",0,0.352560948822222,0.169518782327694,0.0448368888588066,0.035588414499046,0,10.8014221363584,0.062207247264083,0.52504790428527,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"Akkermansia_sp_BIOML_A66",0,0,0,0,0,0,0,0.445672365383442,0.87401473381793,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"Akkermansia_sp_KLE1798",0.227163584501572,0,0,0,0,0,0,0.371752002176312,0.834138454193711,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"Alistipes_communis",0.0137844914877074,0,0,0,0,0,0,0.811520180146939,0.973943502064085,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes"
"Alistipes_dispar",0,0,0,0,0,0,0,0.378941391969546,0.834138454193711,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes"
"Alistipes_finegoldii",0,0.0991817286979772,0,0.130885441644645,0,0.0238915926547044,-10.2269132230777,0.569531189734212,0.918684841689998,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes"
"Alistipes_ihumii",0.0177068644439929,0,0,0,0,0,0,0.864374450054511,0.979275237437679,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes"
"Alistipes_indistinctus",0,0,0.0347575409700558,0.0818716221988881,0,0,0,0.626260537833967,0.928072845223831,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes"
"Alistipes_onderdonkii",0.173736601584746,0.328183588696371,0.271665082166995,0.295555349573372,0.0555425128651325,0.0243765807466076,1.18743445552235,0.536991633509597,0.903021341663971,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes"
"Alistipes_putredinis",0.0730828787819143,0,0,0.12787428102646,0.0693136973722062,0.125946005345926,-0.861406284381392,0.0813009246731618,0.56792219787486,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes"
"Alistipes_senegalensis",0,0,0,0,0,0,0,0.414972262446136,0.857841819846634,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes"
"Alistipes_shahii",0.0153107324363138,0,0.033844312735988,0,0.0527283169751907,0.0461390448580808,0.192511876435276,0.651319016939163,0.934628632319285,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes"
"Alistipes_sp_AF17_16",0,0,0,0,0,0,0,0.236694673767723,0.693177258891188,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes"
"Amedibacillus_dolichus",0,0,0.0116492989381367,0.0409919602233886,0,0,0,0.501843816490152,0.888371813346811,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Amedibacillus"
"Anaerobutyricum_hallii",0.17454648394089,0.0750831999754433,0.193983613494692,0,0.0750831999754433,0.0920161651989673,-0.293326661591727,0.789156743045378,0.973074249297019,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Anaerobutyricum"
"Anaerobutyricum_soehngenii",0.0992132202978019,0,0,0,0.0275061899927026,0.0325633909012727,-0.243332201329412,0.921023537316535,0.987553875399655,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Anaerobutyricum"
"Anaerofilum_hominis",0,0,0,0,0,0,0,0.796998953608533,0.973609362131882,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Anaerofilum"
"Anaerofustis_stercorihominis",0,0.0370773532001562,0.0170155222951112,0.0230888429753989,0,0,0,0.613570979685219,0.924464909205242,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","Anaerofustis"
"Anaeromassilibacillus_senegalensis",0,0,0.0383852030296877,0.0136459349016046,0.0114893757708716,0,9.17200950627035,0.672610646531923,0.935608766239681,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Anaeromassilibacillus"
"Anaerostipes_caccae",0.0139539532962955,0,0.045999918223935,0.0312124370607435,0,0,0,0.689836784390014,0.945403058272665,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Anaerostipes"
"Anaerostipes_hadrus",0,0.112706692539831,0,0.145935113804602,0.10480632316574,0.118115873514265,-0.172446157424659,0.442529346682607,0.87401473381793,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Anaerostipes"
"Anaerotignum_faecicola",0.0151300255533187,0,0,0,0,0,0,0.223386359079189,0.689408438738912,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Anaerotignum"
"Anaerotruncus_colihominis",0,0.0323243572534397,0.035702125053047,0.01405748899564,0,0,0,0.613823811531408,0.924464909205242,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Anaerotruncus"
"Anaerotruncus_massiliensis",0,0.036813209049062,0.0347460214940129,0,0,0.0142307312086166,-9.48023700614183,0.182940612594296,0.683379104739591,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Anaerotruncus"
"Anaerotruncus_rubiinfantis",0,0,0,0.00918707603755118,0,0,0,0.434192856060404,0.872975694828678,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Anaerotruncus"
"Anaerovorax_odorimutans",0,0.0378547835464711,0,0,0,0,0,0.0229710497017771,0.491380715359753,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_Family_XIII_Incertae_Sedis","Anaerovorax"
"bacterium_210917_DFI_7_65",0.00849127774620205,0,0.0120418868072313,0.0335786180985009,0,0,0,0.824997007836995,0.978028566757091,"Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Bacteroides_caccae",0,0,0.0529766468004509,0,0.0181999112553917,0.0310178756137874,-0.768515432798315,0.902039741171095,0.984972407392763,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"Bacteroides_cellulosilyticus",0,0,0.0269012025049461,0.021807689889206,0,0.0274752466547635,-10.4283855991038,0.141278270186701,0.637696412218869,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"Bacteroides_clarus",0,0,0,0,0,0,0,0.479166196677536,0.886721787117423,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"Bacteroides_eggerthii",0,0,0,0,0,0,0,0.0965077318798038,0.584397656614292,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"Bacteroides_faecis",0,0,0,0,0,0,0,0.817104138909654,0.975765136756188,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"Bacteroides_finegoldii",0,0,0,0,0,0,0,0.682846657434785,0.94106598167483,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"Bacteroides_fragilis",0,0,0,0,0,0,0,0.199314931413051,0.683379104739591,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"Bacteroides_intestinalis",0,0,0,0,0,0,0,0.874841818892724,0.979275237437679,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"Bacteroides_nordii",0.00692826177486697,0,0.00702857192857078,0,0,0,0,0.71600515452166,0.957267760936568,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"Bacteroides_ovatus",0.0220131484155845,0,0.0507267866941644,0.0669978485557484,0.0211250242227257,0.0347359318737808,-0.716942279714866,0.988186767097532,0.998327945067383,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"Bacteroides_salyersiae",0,0,0,0,0,0,0,0.168102025559807,0.67936141424601,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"Bacteroides_stercoris",0,0,0,0,0,0,0,0.150371017507308,0.660558398335673,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"Bacteroides_thetaiotaomicron",0.113963330208241,0.246759384190808,0.0345423612156485,0,0.032620188963253,0.039797417222648,-0.28675061089316,0.956192991923472,0.998327945067383,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"Bacteroides_uniformis",0.221170204852173,0,0.122668776661196,0.135133576950728,0.0873969504423666,0.148026592818562,-0.760066653147818,0.0770281599030671,0.556301421405242,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"Bacteroides_xylanisolvens",0.0704066044898797,0,0,0,0.00691380914204306,0.010573748412032,-0.611496526600874,0.871490197142845,0.979275237437679,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"Barnesiella_intestinihominis",0,0,0.0812515632413543,0,0,0,0,0.33082304701862,0.796370347750334,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Barnesiellaceae","Barnesiella"
"Bianquea_renquensis",0,0,0,0,0,0,0,0.00915348530778751,0.450351477143146,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Bianqueaceae","Bianquea"
"Bianquea_SGB71281",0,0,0,0,0,0,0,0.261578813574122,0.735302365077742,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Bianqueaceae","Bianquea"
"Bifidobacterium_adolescentis",0,0.317561304938824,0,0.24719215847162,0,0,0,0.167649540182366,0.67936141424601,"Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"Bifidobacterium_animalis",0.0218741111595861,0,0,0,0,0,0,0.650722266576926,0.934628632319285,"Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"Bifidobacterium_bifidum",0,0,0,0.294454101662739,0,0,0,0.344133512081984,0.796370347750334,"Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"Bifidobacterium_dentium",0,0,0,0.0146292599154163,0,0,0,0.877764999410602,0.979275237437679,"Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"Bifidobacterium_longum",0,0.107382285259364,0.112430308206041,0.14256871515771,0.0226580591466011,0.0550687201518651,-1.28046154352601,0.720316428619729,0.957826169948397,"Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"Bifidobacterium_pseudocatenulatum",0,0,0,0.290615483996779,0,0,0,0.59903570865525,0.923904603944774,"Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"Bilophila_wadsworthia",0.0114937346460478,0.0326769063851252,0.0346465072920178,0,0.0274606975225101,0.0147653617830697,0.894251213928268,0.55848243857358,0.915557205792333,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Bilophila"
"Bittarella_massiliensis",0,0,0.0059245605489229,0,0,0.00550457110090193,-8.11312785466928,0.998327945067383,0.998327945067383,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Bittarella"
"Blautia_caecimuris",0.0283022008448387,0,0.1577189967276,0.0113932262077526,0.013733607356423,0.0310388283325512,-1.17519611064349,0.474415874949185,0.886721787117423,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Blautia"
"Blautia_faecicola",0,0,0,0,0,0,0,0.806766361106722,0.973609362131882,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Blautia"
"Blautia_faecis",0.149265869192335,0.0628147080079086,0.142158976600698,0.0862090049129417,0.0887171000895529,0.112104200256585,-0.337488543535205,0.845219382663272,0.979275237437679,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Blautia"
"Blautia_glucerasea",0.0146940713803504,0,0.130380629523089,0.158367197521344,0.0405746544156417,0.0206291134375779,0.975211547973131,0.335071458057683,0.796370347750334,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Blautia"
"Blautia_hansenii",0,0,0,0,0,0,0,0.486131551580598,0.886721787117423,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Blautia"
"Blautia_hydrogenotrophica",0.0176757692305989,0,0.0628896839359005,0.0202572477549367,0.00614820980853728,0.0176757692305989,-1.52048795155099,0.426027645452776,0.864032904846014,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Blautia"
"Blautia_luti",0,0,0,0,0,0,0,0.463410530065702,0.886261978609831,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Blautia"
"Blautia_massiliensis",0.0727394654805019,0,0,0,0.0529813665380777,0.0947094714040639,-0.83778434498013,0.869499051539345,0.979275237437679,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Blautia"
"Blautia_obeum",0.144613267984503,0,0,0,0.0607580316215462,0.132005239507149,-1.11919250838345,0.131278378630527,0.637497592504433,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Blautia"
"Blautia_producta",0.00990471081524849,0.0575313023847001,0.0113183698413652,0.0115933605184359,0,0.0120916102170237,-9.2455908943323,0.845578525268928,0.979275237437679,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Blautia"
"Blautia_SGB4815",0.029217180611844,0,0,0,0.00883187303361882,0,8.79325279778494,0.175363782349469,0.683379104739591,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Blautia"
"Blautia_sp_An249",0,0,0,0,0,0,0,0.0424329748919302,0.52504790428527,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Blautia"
"Blautia_sp_MCC283",0,0,0,0,0,0,0,0.495601119849647,0.888371813346811,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Blautia"
"Blautia_sp_OF03_15BH",0,0,0,0,0,0,0,0.374753571714388,0.834138454193711,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Blautia"
"Blautia_stercoris",0,0,0,0,0,0,0,0.86164898297267,0.979275237437679,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Blautia"
"Blautia_wexlerae",0.438264018225161,0.466482771169739,0.247692690883911,0.202790638181298,0.202790638181298,0.196690446372325,0.044059765121167,0.706413134822465,0.954409610036142,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Blautia"
"Brotolimicola_acetigignens",0,0.056376114925127,0.0309241813485717,0.0202078089087587,0.0158751762589875,0.0258640539134549,-0.703476232365492,0.283060337248606,0.765196076518209,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Brotolimicola"
"Butyricimonas_paravirosa",0,0,0,0,0,0,0,0.18304999624643,0.683379104739591,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Odoribacteraceae","Butyricimonas"
"Butyricimonas_virosa",0,0,0.0107890935616578,0.0783783681542054,0,0,0,0.991007419123465,0.998327945067383,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Odoribacteraceae","Butyricimonas"
"Candidatus_Cibionibacter_quicibialis",0.127255811762499,0,0,0.114141045744317,0.0625732356830686,0.0959164949456369,-0.616073354325055,0.216681179551578,0.683379104739591,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_incertae_sedis","Candidatus_Cibionibacter"
"Catenibacillus_scindens",0,0,0,0,0,0,0,0.672072099666658,0.935608766239681,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Catenibacillus"
"Christensenella_hongkongensis",0,0.00797504614947643,0,0.0110636785024255,0,0,0,0.740604962169524,0.958213041405174,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Christensenellaceae","Christensenella"
"Christensenella_minuta",0,0.0338132503784185,0,0,0,0,0,0.586334469729749,0.921650348584782,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Christensenellaceae","Christensenella"
"Christensenella_timonensis",0,0,0,0,0,0,0,0.191178681096811,0.683379104739591,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Christensenellaceae","Christensenella"
"Christensenellaceae_bacterium",0,0,0,0,0,0,0,0.0390423933422529,0.52504790428527,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Christensenellaceae","Christensenellaceae_unclassified"
"Cloacibacillus_evryensis",0,0,0,0,0,0,0,0.466063637235497,0.886261978609831,"Bacteria","Synergistetes","Synergistia","Synergistales","Synergistaceae","Cloacibacillus"
"Cloacibacillus_porcorum",0,0,0,0,0,0,0,0.302091678195281,0.772853481174995,"Bacteria","Synergistetes","Synergistia","Synergistales","Synergistaceae","Cloacibacillus"
"Clostridia_bacterium",0,0,0.040130595166918,0.0768734745826019,0,0,0,0.229802304975738,0.689408438738912,"Bacteria","Firmicutes","Clostridia","Clostridia_unclassified","Clostridia_unclassified","Clostridia_unclassified"
"Clostridia_bacterium_UC5_1_1D1",0.0108905828906659,0.00448331782182552,0.0218351977839522,0.0131343025094842,0,0.0137517963151448,-9.43091764184029,0.0509061861313539,0.52504790428527,"Bacteria","Firmicutes","Clostridia","Clostridia_unclassified","Clostridia_unclassified","Clostridia_unclassified"
"Clostridia_bacterium_UC5_1_1E11",0,0.00911056052259748,0,0,0,0,0,0.390089277539759,0.834138454193711,"Bacteria","Firmicutes","Clostridia","Clostridia_unclassified","Clostridia_unclassified","Clostridia_unclassified"
"Clostridiaceae_bacterium",0.0871776367812888,0.0116149082399403,0.0375148021258499,0.0779963166616571,0.0215190869571518,0.0425992444484172,-0.984549491634232,0.343696028765867,0.796370347750334,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridiaceae_unclassified"
"Clostridiaceae_bacterium_AF18_31LB",0.0148329475579132,0,0,0,0,0,0,0.207274468803846,0.683379104739591,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridiaceae_unclassified"
"Clostridiaceae_bacterium_Marseille_Q3526",0,0,0,0.00951854648523979,0,0,0,0.16457577308889,0.67936141424601,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridiaceae_unclassified"
"Clostridiaceae_bacterium_Marseille_Q4143",0.0141001189411354,0,0,0,0,0,0,0.62431928616507,0.927991204813337,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridiaceae_unclassified"
"Clostridiaceae_bacterium_Marseille_Q4149",0,0,0,0,0,0,0,0.637822335448379,0.931389580113407,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridiaceae_unclassified"
"Clostridiaceae_unclassified_SGB15090",0,0,0,0,0,0,0,0.034860549341599,0.52504790428527,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridiaceae_unclassified"
"Clostridiales_bacterium",0.00783589892461599,0,0.0168886699946745,0.0656115335671272,0,0.0125342795822553,-9.29737965483108,0.581449224432723,0.918684841689998,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_unclassified","Eubacteriales_unclassified"
"Clostridiales_bacterium_KLE1615",0.0754719269428514,0,0,0.0219448684761696,0,0.0205854251096136,-10.0122267671906,0.0562832866331247,0.52504790428527,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_unclassified","Eubacteriales_unclassified"
"Clostridiales_bacterium_Marseille_P2846",0.0226514504804287,0,0.0227043756395759,0,0,0,0,0.55941583545033,0.915557205792333,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_unclassified","Eubacteriales_unclassified"
"Clostridium_fessum",0.0335607481778785,0.0202597195714611,0,0.0366510742555732,0.0115371509645084,0.018210895795418,-0.657601823874052,0.990852243799867,0.998327945067383,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium"
"Clostridium_hylemonae",0,0,0.0201830471252675,0.0111716238544156,0,0,0,0.738013656995361,0.958213041405174,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnoclostridium"
"Clostridium_innocuum",0.0290264940107319,0.0187067070222709,0.0160661837375699,0.0234371609785085,0.0181310843068364,0.0160319103001989,0.177311227432785,0.781203504604876,0.970586172387876,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelatoclostridium"
"Clostridium_leptum",0.0169477950588059,0.0473875597950834,0.173327588952655,0.0494377416502825,0.0416701803753696,0.0357133259204483,0.222437686709542,0.873390542361774,0.979275237437679,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Oscillospiraceae_unclassified"
"Clostridium_methylpentosum",0,0.00926835891067073,0.0099198410960401,0.00855580380965899,0,0,0,0.343887188849922,0.796370347750334,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Oscillospiraceae_unclassified"
"Clostridium_saudiense",0,0,0,0,0,0,0,0.069640321464548,0.54385774858028,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium"
"Clostridium_scindens",0,0.120564909080626,0.0682850188372223,0.0596289507919941,0.00489899785693683,0.00510883736705593,-0.0602679668673522,0.850080531167549,0.979275237437679,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnoclostridium"
"Clostridium_SGB4750",0.0576861554746287,0,0,0.034924141840514,0,0,0,0.582580631315609,0.918684841689998,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium"
"Clostridium_SGB6173",0,0,0,0,0,0,0,0.811619585053404,0.973943502064085,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium"
"Clostridium_SGB6179",0,0,0.0232141530988268,0,0,0,0,0.277892318523285,0.763815758175732,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium"
"Clostridium_sp_AF36_4",0,0.0211794040643266,0.0180924232798947,0,0.00982360180871703,0,8.94645711704398,0.994776774801783,0.998327945067383,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium"
"Clostridium_sp_AM22_11AC",0,0.0538181741487059,0,0,0,0,0,0.102150809895994,0.584397656614292,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium"
"Clostridium_sp_AM29_11AC",0,0,0.0234798086422406,0.0261027712299382,0,0,0,0.45289222010551,0.87401473381793,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium"
